13:[(1, 41.86884283091664), (2, 50.11985634456667), (3, 61.07372593840988), (4, 15.033296378372908), (5, 35.35533905932738), (6, 27.202941017470888), (7, 39.84971769034255), (8, 45.221676218380054), (9, 47.67598976424087), (10, 46.17358552246078), (11, 40.311288741492746), (12, 26.92582403567252), (14, 18.384776310850235), (15, 32.28002478313795), (16, 49.64876634922564), (17, 22.090722034374522), (18, 14.422205101855956), (19, 14.422205101855956), (20, 61.587336360651285), (21, 59.481089431852205), (22, 48.91829923454004), (23, 33.83784863137726), (24, 27.16615541441225), (25, 13.152946437965905), (26, 48.30113870293329), (27, 33.97057550292606), (28, 56.639209034025185), (29, 57.77542730261716), (30, 53.03772242470448), (31, 54.405882034941776), (32, 39.11521443121589), (33, 43.657759905886145), (34, 56.568542494923804), (35, 68.5054742338158), (36, 72.80109889280519), (37, 27.16615541441225), (38, 41.23105625617661), (39, 54.91812087098393), (40, 19.0), (41, 9.433981132056603), (42, 21.93171219946131), (43, 39.0), (44, 26.92582403567252), (45, 37.16180835212409), (46, 30.4138126514911), (47, 21.18962010041709), (48, 36.05551275463989), (49, 43.104524124504614), (50, 52.392747589718944), (51, 29.154759474226502)]
14:[(1, 26.92582403567252), (2, 37.656340767525464), (3, 45.65084884205331), (4, 17.88854381999832), (5, 30.463092423455635), (6, 10.295630140987), (7, 21.587033144922902), (8, 27.586228448267445), (9, 41.0), (10, 44.294469180700204), (11, 30.01666203960727), (12, 21.470910553583888), (13, 18.384776310850235), (15, 35.38361202590826), (16, 40.01249804748511), (17, 24.20743687382041), (18, 10.295630140987), (19, 29.017236257093817), (20, 47.75981574503821), (21, 50.0), (22, 33.54101966249684), (23, 15.524174696260024), (24, 10.770329614269007), (25, 6.4031242374328485), (26, 30.01666203960727), (27, 18.973665961010276), (28, 39.824615503479755), (29, 46.389654018972806), (30, 48.38388161361178), (31, 36.796738985948195), (32, 26.30589287593181), (33, 46.69047011971501), (34, 49.8196748283246), (35, 54.230987451824994), (36, 57.706152185014034), (37, 28.284271247461902), (38, 33.734255586866), (39, 54.20332093147061), (40, 36.6742416417845), (41, 25.079872407968907), (42, 33.24154027718932), (43, 23.08679276123039), (44, 32.449961479175904), (45, 41.86884283091664), (46, 20.223748416156685), (47, 16.401219466856727), (48, 18.384776310850235), (49, 38.62641583165593), (50, 44.28317965096906), (51, 18.110770276274835)]
15:[(1, 36.013886210738214), (2, 35.4682957019364), (3, 50.59644256269407), (4, 18.867962264113206), (5, 14.560219778561036), (6, 34.438350715445125), (7, 50.695167422546305), (8, 46.2709412050371), (9, 23.345235059857504), (10, 15.811388300841896), (11, 25.709920264364882), (12, 16.76305461424021), (13, 32.28002478313795), (14, 35.38361202590826), (16, 29.68164415931166), (17, 11.40175425099138), (18, 25.495097567963924), (19, 23.194827009486403), (20, 46.95742752749558), (21, 36.76955262170047), (22, 41.43669871020132), (23, 45.617978911828175), (24, 45.60701700396552), (25, 36.40054944640259), (26, 52.773099207835045), (27, 32.55764119219941), (28, 51.478150704935004), (29, 38.8329756778952), (30, 24.596747752497688), (31, 53.009433122794285), (32, 30.066592756745816), (33, 11.661903789690601), (34, 30.23243291566195), (35, 53.71219600798314), (36, 59.481089431852205), (37, 7.211102550927978), (38, 21.02379604162864), (39, 23.021728866442675), (40, 32.57299494980466), (41, 26.019223662515376), (42, 16.15549442140351), (43, 57.14017850864661), (44, 6.082762530298219), (45, 6.708203932499369), (46, 23.345235059857504), (47, 19.4164878389476), (48, 40.52159917870962), (49, 16.97056274847714), (50, 29.0), (51, 24.73863375370596)]
16:[(1, 18.601075237738275), (2, 8.54400374531753), (3, 23.0), (4, 35.34119409414458), (5, 16.278820596099706), (6, 31.575306807693888), (7, 41.340053217188775), (8, 29.698484809834994), (9, 8.0), (10, 20.024984394500787), (11, 10.0), (12, 22.847319317591726), (13, 49.64876634922564), (14, 40.01249804748511), (15, 29.68164415931166), (17, 30.805843601498726), (18, 35.90264614203248), (19, 48.010415536631214), (20, 17.72004514666935), (21, 10.04987562112089), (22, 18.867962264113206), (23, 39.395431207184416), (24, 45.35416188179427), (25, 45.09988913511872), (26, 36.796738985948195), (27, 23.08679276123039), (28, 27.51363298439521), (29, 9.219544457292887), (30, 15.231546211727817), (31, 31.76476034853718), (32, 14.866068747318506), (33, 31.575306807693888), (34, 12.041594578792296), (35, 24.166091947189145), (36, 30.083217912982647), (37, 27.586228448267445), (38, 9.219544457292887), (39, 26.92582403567252), (40, 58.60034129593445), (41, 48.373546489791295), (42, 43.840620433565945), (43, 52.32590180780452), (44, 34.058772731852805), (45, 33.61547262794322), (46, 20.09975124224178), (47, 28.460498941515414), (48, 30.4138126514911), (49, 13.601470508735444), (50, 5.656854249492381), (51, 22.02271554554524)]
17:[(1, 30.675723300355934), (2, 34.058772731852805), (3, 48.02082881417188), (4, 7.615773105863909), (5, 14.7648230602334), (6, 24.73863375370596), (7, 41.23105625617661), (8, 39.20459156782532), (9, 26.92582403567252), (10, 24.08318915758459), (11, 23.430749027719962), (12, 9.848857801796104), (13, 22.090722034374522), (14, 24.20743687382041), (15, 11.40175425099138), (16, 30.805843601498726), (18, 14.142135623730951), (19, 17.204650534085253), (20, 46.09772228646444), (21, 39.824615503479755), (22, 37.16180835212409), (23, 35.73513677041127), (24, 34.66987164671943), (25, 25.0), (26, 45.0), (27, 25.179356624028344), (28, 46.8187996428785), (29, 39.824615503479755), (30, 31.25699921617557), (31, 47.07440918375928), (32, 25.495097567963924), (33, 23.021728866442675), (34, 35.4400902933387), (35, 53.150729063673246), (36, 58.412327466040935), (37, 5.0990195135927845), (38, 21.633307652783937), (39, 32.984845004941285), (40, 27.80287754891569), (41, 18.027756377319946), (42, 14.317821063276353), (43, 46.52956049652737), (44, 8.54400374531753), (45, 17.69180601295413), (46, 16.76305461424021), (47, 9.219544457292887), (48, 32.0624390837628), (49, 21.587033144922902), (50, 32.202484376209235), (51, 17.26267650163207)]
18:[(1, 27.586228448267445), (2, 35.77708763999664), (3, 46.75467891024384), (4, 7.615773105863909), (5, 23.194827009486403), (6, 14.560219778561036), (7, 30.0), (8, 32.202484376209235), (9, 35.0), (10, 36.05551275463989), (11, 26.248809496813376), (12, 14.035668847618199), (13, 14.422205101855956), (14, 10.295630140987), (15, 25.495097567963924), (16, 35.90264614203248), (17, 14.142135623730951), (19, 20.396078054371138), (20, 47.16990566028302), (21, 45.89117562233506), (22, 34.655446902326915), (23, 24.020824298928627), (24, 21.02379604162864), (25, 11.180339887498949), (26, 36.40054944640259), (27, 19.849433241279208), (28, 42.80186911806539), (29, 43.657759905886145), (30, 41.43669871020132), (31, 41.182520563948), (32, 24.698178070456937), (33, 37.013511046643494), (34, 44.0), (35, 54.08326913195984), (36, 58.412327466040935), (37, 18.601075237738275), (38, 28.071337695236398), (39, 45.69463863518345), (40, 29.546573405388315), (41, 17.46424919657298), (42, 23.345235059857504), (43, 33.24154027718932), (44, 22.20360331117452), (45, 31.827660925679098), (46, 16.15549442140351), (47, 8.06225774829855), (48, 23.40939982143925), (49, 31.400636936215164), (50, 39.20459156782532), (51, 14.7648230602334)]
19:[(1, 45.79301256742124), (2, 50.91168824543142), (3, 64.20280367709809), (4, 14.7648230602334), (5, 31.906112267087632), (6, 34.92849839314596), (7, 50.15974481593781), (8, 52.20153254455275), (9, 43.829214001622255), (10, 38.8329756778952), (11, 40.311288741492746), (12, 26.1725046566048), (13, 14.422205101855956), (14, 29.017236257093817), (15, 23.194827009486403), (16, 48.010415536631214), (17, 17.204650534085253), (18, 20.396078054371138), (20, 62.93647591023825), (21, 56.938563381947034), (22, 52.69724850502159), (23, 44.10215414239989), (24, 39.319206502675), (25, 25.709920264364882), (26, 56.753854494650845), (27, 38.91015291668744), (28, 61.773780845922005), (29, 57.0087712549569), (30, 47.12748667179272), (31, 60.92618484691127), (32, 41.400483088968905), (33, 33.13608305156178), (34, 52.0), (35, 70.00714249274856), (36, 75.07329751649384), (37, 21.02379604162864), (38, 38.8329756778952), (39, 46.04345773288535), (40, 10.63014581273465), (41, 5.0), (42, 8.54400374531753), (43, 51.62363799656123), (44, 17.11724276862369), (45, 26.1725046566048), (46, 32.202484376209235), (47, 22.47220505424423), (48, 43.68065933568311), (49, 38.07886552931954), (50, 49.24428900898052), (51, 31.906112267087632)]
20:[(1, 20.8806130178211), (2, 12.041594578792296), (3, 7.810249675906654), (4, 48.91829923454004), (5, 32.7566787083184), (6, 37.64306044943742), (7, 40.311288741492746), (8, 26.30589287593181), (9, 25.495097567963924), (10, 37.48332962798263), (11, 22.67156809750927), (12, 36.76955262170047), (13, 61.587336360651285), (14, 47.75981574503821), (15, 46.95742752749558), (16, 17.72004514666935), (17, 46.09772228646444), (18, 47.16990566028302), (19, 62.93647591023825), (21, 16.76305461424021), (22, 15.033296378372908), (23, 41.012193308819754), (24, 49.36598018878993), (25, 53.85164807134504), (26, 31.622776601683793), (27, 28.792360097775937), (28, 16.64331697709324), (29, 10.04987562112089), (30, 31.016124838541646), (31, 22.825424421026653), (32, 22.47220505424423), (33, 49.24428900898052), (34, 25.317977802344327), (35, 7.0710678118654755), (36, 12.529964086141668), (37, 43.829214001622255), (38, 25.942243542145693), (39, 43.04648650006177), (40, 73.53910524340094), (41, 62.369864518050704), (42, 60.0), (43, 52.3450093132096), (44, 50.774009099144415), (45, 51.264022471905186), (46, 31.400636936215164), (47, 41.23105625617661), (48, 32.14031735997639), (49, 31.32091952673165), (50, 21.02379604162864), (51, 32.449961479175904)]
21:[(1, 26.92582403567252), (2, 14.7648230602334), (3, 24.166091947189145), (4, 44.94441010848846), (5, 25.059928172283335), (6, 41.30375285612676), (7, 49.658836071740545), (8, 36.89173349139343), (9, 13.45362404707371), (10, 23.706539182259394), (11, 20.024984394500787), (12, 32.57299494980466), (13, 59.481089431852205), (14, 50.0), (15, 36.76955262170047), (16, 10.04987562112089), (17, 39.824615503479755), (18, 45.89117562233506), (19, 56.938563381947034), (20, 16.76305461424021), (22, 25.0), (23, 48.38388161361178), (24, 54.91812087098393), (25, 55.14526271584895), (26, 43.60045871318328), (27, 32.55764119219941), (28, 31.400636936215164), (29, 7.211102550927978), (30, 15.524174696260024), (31, 36.796738985948195), (32, 24.331050121192877), (33, 35.77708763999664), (34, 9.055385138137417), (35, 21.0), (36, 27.018512172212592), (37, 36.05551275463989), (38, 18.384776310850235), (39, 27.16615541441225), (40, 67.4166151627327), (41, 57.697486947006624), (42, 52.009614495783374), (43, 61.09828148156051), (44, 41.86884283091664), (45, 39.408120990476064), (46, 30.14962686336267), (47, 38.3275357934736), (48, 39.21734310225516), (49, 19.79898987322333), (50, 7.810249675906654), (51, 32.0624390837628)]
22:[(1, 7.0710678118654755), (2, 10.63014581273465), (3, 12.206555615733702), (4, 38.01315561749642), (5, 27.073972741361768), (6, 23.259406699226016), (7, 25.709920264364882), (8, 12.083045973594572), (9, 26.0), (10, 37.107950630558946), (11, 16.0), (12, 27.313000567495326), (13, 48.91829923454004), (14, 33.54101966249684), (15, 41.43669871020132), (16, 18.867962264113206), (17, 37.16180835212409), (18, 34.655446902326915), (19, 52.69724850502159), (20, 15.033296378372908), (21, 25.0), (23, 26.0), (24, 34.36568055487916), (25, 39.824615503479755), (26, 18.601075237738275), (27, 15.0), (28, 10.04987562112089), (29, 18.35755975068582), (30, 34.0), (31, 13.0), (32, 11.704699910719626), (33, 47.16990566028302), (34, 30.610455730027933), (35, 20.8806130178211), (36, 24.186773244895647), (37, 36.40054944640259), (38, 22.20360331117452), (39, 45.31004303683677), (40, 63.00793600809346), (41, 51.22499389946279), (42, 51.478150704935004), (43, 37.656340767525464), (44, 43.68065933568311), (45, 47.095647357266465), (46, 20.591260281974), (47, 30.23243291566195), (48, 17.11724276862369), (49, 29.614185789921695), (50, 24.413111231467404), (51, 20.808652046684813)]
23:[(1, 21.587033144922902), (2, 33.95585369269929), (3, 36.6742416417845), (4, 31.25699921617557), (5, 36.124783736376884), (6, 11.180339887498949), (7, 6.082762530298219), (8, 15.811388300841896), (9, 43.266615305567875), (10, 50.20956084253277), (11, 30.528675044947494), (12, 29.154759474226502), (13, 33.83784863137726), (14, 15.524174696260024), (15, 45.617978911828175), (16, 39.395431207184416), (17, 35.73513677041127), (18, 24.020824298928627), (19, 44.10215414239989), (20, 41.012193308819754), (21, 48.38388161361178), (22, 26.0), (24, 9.433981132056603), (25, 21.02379604162864), (26, 15.556349186104045), (27, 16.64331697709324), (28, 28.792360097775937), (29, 42.95346318982906), (30, 51.61395160225576), (31, 24.186773244895647), (32, 24.596747752497688), (33, 55.758407437802596), (34, 51.0), (35, 46.389654018972806), (36, 48.507731342539614), (37, 38.48376280978771), (38, 36.40054944640259), (39, 60.108235708594876), (40, 52.172789842982326), (41, 40.44749683231337), (42, 47.265209192385896), (43, 13.038404810405298), (44, 44.27188724235731), (45, 52.32590180780452), (46, 24.08318915758459), (47, 26.570660511172846), (48, 9.219544457292887), (49, 43.18564576337837), (50, 44.721359549995796), (51, 22.02271554554524)]
